Title,Authors,Session,Keywords,TL;DR,Abstract,Community Implementations,PDF,Paper Page
[Citation needed] Data usage and citation practices in medical imaging conferences,Théo Sourget;Ahmet Akkoç;Stinna Winther;Christine Lyngbye Galsgaard;Amelia Jiménez-Sánchez;Dovile Juodelyte;Caroline Petitjean;Veronika Cheplygina,Oral,Bibliometrics;citations;datasets;medical imaging;data re-use;annotation tools;meta-analysis,,"Medical imaging papers often focus on methodology, but the quality of the algorithms and the validity of the conclusions are highly dependent on the datasets used. As creating datasets requires a lot of effort, researchers often use publicly available datasets, there is however no adopted standard for citing the datasets used in scientific papers, leading to difficulty in tracking dataset usage.
In this work, we present two open-source tools we created that could help with the detection of dataset usage, a pipeline using OpenAlex and full-text analysis, and a PDF annotation software used in our study to manually label the presence of datasets. We applied both tools on a study of the usage of 20 publicly available medical datasets in papers from MICCAI and MIDL. 
We compute the proportion and the evolution between 2013 and 2023 of 3 types of presence in a paper: cited, mentioned in the full text, cited and mentioned. Our findings demonstrate the concentration of the usage of a limited set of datasets. We also highlight different citing practices, making the automation of tracking difficult.",,https://openreview.net/pdf/93075c662af4791a118e7fba53ee58f347fac441.pdf,https://openreview.net/forum?id=gFIepubv7E
Accelerating physics-informed neural fields for fast CT perfusion analysis in acute ischemic stroke,Lucas de Vries;Rudolf Leonardus Mirjam Van Herten;Jan W. Hoving;Ivana Isgum;Bart Emmer;Charles B. Majoie;Henk Marquering;Stratis Gavves,Oral,neural fields;CT perfusion;physics-informed;acute ischemic stroke,,"Spatio-temporal perfusion physics-informed neural networks were introduced as a new method (SPPINN) for CT perfusion (CTP) analysis in acute ischemic stroke. SPPINN leverages physics-informed learning and neural fields to perform a robust analysis of noisy CTP data. However, SPPINN faces limitations that hinder its application in practice, namely its implementation as a slice-based (2D) method, lengthy computation times, and the lack of infarct core segmentation. To address these challenges, we introduce a new approach to accelerate physics-informed neural fields for fast, volume-based (3D), CTP analysis including infarct core segmentation: ReSPPINN. To accommodate 3D data while simultaneously reducing computation times, we integrate efficient coordinate encodings. Furthermore, to ensure even faster model convergence, we use a meta-learning strategy. In addition, we also segment the infarct core. We employ acute MRI reference standard infarct core segmentations to evaluate ReSPPINN and we compare the performance with two commercial software packages. We show that meta-learning allows for full-volume perfusion map generation in 1.2 minutes without comprising quality, compared to over 40 minutes required by SPPINN. Moreover, ReSPPINN's infarct core segmentation outperforms commercial software.",,https://openreview.net/pdf/a7188eefeb4d6e1ca92f6bd6f60fcac95886f53b.pdf,https://openreview.net/forum?id=lV1NJ8S55g
An unexpected confounder: how brain shape can be used to classify MRI scans ?,Valentine Wargnier Dauchelle;Thomas Grenier;Michaël Sdika,Oral,Confounding factor;Classification;Brain shape;Deformable registration;Interpretability,,"Although deep learning has proved its effectiveness in the analysis of medical images, its great ability to extract complex features makes it susceptible to base its decision on spurious confounders present in the images. However, especially for medical applications, network decisions must be based on relevant elements. Numerous confounding factors have been identified in the case of brain scans such as gender, age, MRI sites or scanners, etc. Nevertheless, although skull stripping is a classic preprocessing step for brain scans, brain shape has never been considered as a possible confounder. In this work, we show that brain shape is used in the classification of brain MRI scans from different databases, even when it should not be considered as a clinically relevant factor. To this purpose, we introduce a rigorous two steps method to assess whether a factor is a confounder or not, and we apply it to identify the brain shape as a confounding variable in brain images classification. Lastly, we propose to use a deformable registration in the data preprocessing pipeline to align the brain contours of the images in the datasets, whereas standard pipelines often do nothing more than affine registration. Including this deformable registration step makes the classification free from the brain shape confounding effect.",,https://openreview.net/pdf/4560b024d92fa721067618813ba4104d2a905fc6.pdf,https://openreview.net/forum?id=Hb0U9lED4N
Beyond Structured Attributes: Image-Based Predictive Trends for Chest X-Ray Classification,Katharina V Hoebel;Jesseba Fernando;William Lotter,Oral,chest x-ray classification;domain shift;generalization;image statistics,,"A commonly emphasized challenge in medical AI is the drop in performance when testing on data from institutions other than those used for training. However, even if models trained on distinct datasets perform similarly well overall, they may still exhibit other systematic differences. Here, we study these potential dataset-centric prediction variations using two popular chest x-ray datasets, CheXpert (CXP) and MIMIC-CXR (MMC). While CXP-trained models generally perform better on CXP than MMC test data and vice versa, this performance decrease is not uniform across individual images. We find that image-level variations in predictions are not random but can be inferred well above chance, even for pathologies where the overall performance gap is small, suggesting that there are systematic tendencies of models trained on different datasets. Furthermore, these ""predictive tendencies"" are not solely explained by image statistics or attributes like radiographic position or patient sex, but rather are pathology-specific and related to higher-order image characteristics. Our findings stress the complexity of AI robustness and generalization, highlighting the need for a nuanced approach that especially considers the diversity of pathology presentation.",,https://openreview.net/pdf/fdc61c7f325a3b464b9068af346a9666e5f41840.pdf,https://openreview.net/forum?id=Y15taNvfFN
Boundary-aware Contrastive Learning for Semi-supervised Nuclei Instance Segmentation,Ye Zhang;Ziyue Wang;Yifeng Wang;Hao Bian;Linghan Cai;Hengrui Li;Lingbo Zhang;Yongbing Zhang,Oral,Semi-supervised learning;Nuclei instance segmentation;Edge denoising;Contrastive learning,,"Semi-supervised segmentation methods have demonstrated promising results in natural scenarios, providing a solution to reduce dependency on manual annotation. However, these methods face significant challenges when directly applied to pathological images due to the subtle color differences between nuclei and tissues, as well as the significant morphological variations among nuclei. Consequently, the generated pseudo-labels often contain much noise, especially at the nuclei boundaries. To address the above problem, this paper proposes a boundary-aware contrastive learning network to denoise the boundary noise in a semi-supervised nuclei segmentation task. The model has two key designs: a low-resolution denoising (LRD) module and a cross-RoI contrastive learning (CRC) module. The LRD improves the smoothness of the nuclei boundary by pseudo-labels denoising, and the CRC enhances the discrimination between foreground and background by boundary feature contrastive learning. We conduct extensive experiments to demonstrate the superiority of our proposed method over existing semi-supervised instance segmentation methods.",,https://openreview.net/pdf/b231844709d54439214cac41b3caf4acb82897b4.pdf,https://openreview.net/forum?id=rVx9DiR5Ha
Combining Reconstruction-based Unsupervised Anomaly Detection with Supervised Segmentation for Brain MRIs,Finn Behrendt;Debayan Bhattacharya;Lennart Maack;Julia Krüger;Roland Opfer;Alexander Schlaefer,Oral,Unsupervised Anomaly Detection;Diffusion Models;Brain MRI;Self Supervision;Weak Supervision,,"In contrast to supervised deep learning approaches, unsupervised anomaly detection (UAD) methods can be trained with healthy data only and do not require pixel-level annotations, enabling the identification of unseen pathologies. While this is promising for clinical screening tasks, reconstruction-based UAD methods fall short in segmentation accuracy compared to supervised models. Therefore, self-supervised UAD approaches have been proposed to improve segmentation accuracy. Typically, synthetic anomalies are used to train a segmentation network in a supervised fashion. However, this approach does not effectively generalize to real pathologies. We propose a framework combining reconstruction-based and self-supervised UAD methods to improve both segmentation performance for known anomalies and generalization to unknown pathologies. The framework includes an unsupervised diffusion model trained on healthy data to produce pseudo-healthy reconstructions and a supervised Unet trained to delineate anomalies from deviations between input- reconstruction pairs. Besides the effective use of synthetic training data, this framework allows for weakly-supervised training with small annotated data sets, generalizing to unseen pathologies. Our results show that with our approach, utilizing annotated data sets during training can substantially improve the segmentation performance for in-domain data while maintaining the generalizability of reconstruction-based approaches to pathologies unseen during training.",,https://openreview.net/pdf/425ae1b6f3c2605c9818f1b6d68cee1de0e26af7.pdf,https://openreview.net/forum?id=iWfUcg4FrD
Comparing the Performance of Radiation Oncologists versus a Deep Learning Dose Predictor to Estimate Dosimetric Impact of Segmentation Variations for Radiotherapy,Amith Jagannath Kamath;Zahira Mercado Auf der Maur;Robert Poel;Jonas Willmann;Ekin Ermis;Elena Riggenbach;Nicolaus Andratschke;Mauricio Reyes,Oral,segmentation;clinical impact;radiation dose;validation,,"Current evaluation methods for quality control of manual/automated tumor and organs-at- risk segmentation for radiotherapy are driven mostly by geometric correctness. It is however known that geometry-driven segmentation quality metrics cannot characterize potentially detrimental dosimetric effects of sub-optimal tumor segmentation. In this work, we build on prior studies proposing deep learning-based dose prediction models to extend its use for the task of contour quality evaluation of brain tumor treatment planning. Using a test set of 54 contour variants and their corresponding dose plans, we show that our model can be used to dosimetrically assess the quality of contours and can outperform clinical expert radiation oncologists while estimating sub-optimal situations. We compare results against three such experts and demonstrate improved accuracy in addition to time savings. Our code is available at https://github.com/ubern-mia/radonc-vs-dldp.",,https://openreview.net/pdf/5f8cbcc7c1bba1e30813f02448e4d7c8be57c3b2.pdf,https://openreview.net/forum?id=SlMMyPqQTm
DeCoDEx: Confounder Detector Guidance for Improved Diffusion-based Counterfactual Explanations,Nima Fathi;Amar Kumar;Brennan Nichyporuk;Mohammad Havaei;Tal Arbel,Oral,Bias Mitigation;Causality;Counterfactual Image Synthesis;Diffusion;Explainability;Spurious Correlations,,"Deep learning classifiers are prone to latching onto dominant confounders present in a dataset rather than on the causal markers associated with the target class, leading to poor generalization and biased predictions. Although explainability via counterfactual image generation has been successful at exposing the problem, bias mitigation strategies that permit accurate explainability in the presence of dominant and diverse artifacts remain unsolved. In this work, we propose the DeCoDEx framework and show how an external, pre-trained binary artifact detector can be leveraged during inference to guide a diffusion-based counterfactual image generator towards accurate explainability.  Experiments on the CheXpert dataset, using both synthetic artifacts and real visual artifacts (support devices), show that the proposed method successfully synthesizes the counterfactual images that change the causal pathology markers associated with Pleural Effusion while preserving or ignoring the visual artifacts. Augmentation of ERM and Group-DRO classifiers with the DeCoDEx generated images substantially improves the results across underrepresented groups that are out of distribution for each class. The code is made publicly available at https://github.com/NimaFathi/DeCoDEx.",,https://openreview.net/pdf/f254f11a9cf8e4f6065c0ebb8a96481dd53a3002.pdf,https://openreview.net/forum?id=M6CfJ5H7XH
Detecting Brain Anomalies in Clinical Routine with the $\beta$-VAE: Feasibility Study on Age-Related White Matter Hyperintensities,Sophie Loizillon;Yannick Jacob;Maire Aurélien;Didier Dormont;Olivier Colliot;Ninon Burgos;APPRIMAGE Study Group,Oral,Anomaly Detection;White Matter Hyperintensities;Clinical Data Warehouse;MRI,,"This experimental study assesses the ability of variational autoencoders (VAEs) to perform anomaly detection in clinical routine, in particular the detection of age-related white matter lesions in brain MRIs acquired at different hospitals and gathered in a clinical data warehouse (CDW). We pre-trained a state-of-the-art $\beta$-VAE on a healthy cohort of over 10,000 FLAIR MR images from the UK Biobank to learn the distribution of healthy brains. The model was then fine-tuned on a cohort of nearly 700 healthy FLAIR images coming from a CDW. We first ensured the good performance of our pre-trained model compared with the state-of-the-art using a widely used public dataset (MSSEG). We then validated it on our target task, age-related WMH detection, on ADNI3 and on a curated clinical dataset from a single-site neuroradiology department, for which we had manually delineated lesion masks. Next, we applied the fine-tuned $\beta$-VAE for anomaly detection in a CDW characterised by an exceptional heterogeneity in terms of hospitals, scanners and image quality. We found a correlation between the Fazekas scores extracted from the radiology reports and the volumes of the lesions detected by our model, providing a first insight into the performance of VAEs in a clinical setting. We also observed that our model was robust to image quality, which strongly varies in the CDW. However, despite these encouraging results, such approach is not ready for an application in clinical routine yet due to occasional failures in detecting certain lesions, primarily attributed to the poor quality of the images reconstructed by the VAE.",,https://openreview.net/pdf/e20c0380b9ca48e75db0fc3449e465eee9f36b7e.pdf,https://openreview.net/forum?id=YFfOvLf2T1
Disruptive Autoencoders: Leveraging Low-level features for 3D Medical Image Pre-training,Jeya Maria Jose Valanarasu;Yucheng Tang;Dong Yang;Ziyue Xu;Can Zhao;Wenqi Li;Vishal M. Patel;Bennett Allan Landman;Daguang Xu;Yufan He;Vishwesh Nath,Oral,Self-supervised Learning;Image Segmentation,,"Harnessing the power of pre-training on large-scale datasets like ImageNet forms a funda- mental building block for the progress of representation learning-driven solutions in com- puter vision. Medical images are inherently different from natural images as they are acquired in the form of many modalities (CT, MR, PET, Ultrasound etc.) and contain granulated information like tissue, lesion, organs etc. These characteristics of medical im- ages require special attention towards learning features representative of local context. In this work, we focus on designing an effective pre-training framework for 3D radiology im- ages. First, we propose a new masking strategy called local masking where the masking is performed across channel embeddings instead of tokens to improve the learning of local feature representations. We combine this with classical low-level perturbations like adding noise and downsampling to further enable low-level representation learning. To this end, we introduce Disruptive Autoencoders, a pre-training framework that attempts to re- construct the original image from disruptions created by a combination of local masking and low-level perturbations. We curate a large-scale dataset to enable pre-training of 3D medical radiology images (MRI and CT). The proposed pre-training framework is tested across multiple downstream tasks and achieves state-of-the-art performance. Notably, our proposed method tops the public test leaderboard of BTCV multi-organ segmentation chal- lenge. Our code can be found here: https://github.com/Project-MONAI/research-contributions/tree/main/DAE.",,https://openreview.net/pdf/30bfcdfb9bc896f038126247c2dd3887a3af5d24.pdf,https://openreview.net/forum?id=8vtxQoxPCC
